13.092156,80.258782
37.090240,-95.712891
11.127123,78.656894
8.715284,77.470197
36.372854,-94.208817
9.453285,77.802417
13.082680,80.270718
13.022360,80.219499
13.082680,80.270718
9.925201,78.119775
13.082680,80.270718
11.664325,78.146014
12.862807,30.217636
42.788555,-71.200891
8.736874,78.050928
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
9.167414,77.876744
10.425281,79.314030
11.127123,78.656894
13.082680,80.270718
12.971599,77.594563
11.862708,79.610905
12.971599,77.594563
11.744699,79.768024
8.568126,78.093717
8.568126,78.093717
8.568126,78.093717
13.082680,80.270718
11.127123,78.656894
11.016844,76.955832
10.379663,78.820845
13.082680,80.270718
12.971599,77.594563
11.016844,76.955832
13.082680,80.270718
9.925201,78.119775
20.021741,41.471273
20.593684,78.962880
12.295810,76.639381
11.127123,78.656894
12.916517,79.132499
9.877921,78.073802
11.127123,78.656894
12.971599,77.594563
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
12.971599,77.594563
20.593684,78.962880
11.016844,76.955832
10.790483,78.704673
17.429350,78.456106
13.082680,80.270718
9.925201,78.119775
13.082680,80.270718
8.713913,77.756652
20.593684,78.962880
13.082680,80.270718
13.082680,80.270718
10.790483,78.704673
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
12.971599,77.594563
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
10.790483,78.704673
12.971599,77.594563
11.108524,77.341066
13.082680,80.270718
26.066700,50.557700
9.925201,78.119775
9.965124,77.788500
7.873054,80.771797
11.664325,78.146014
13.082680,80.270718
11.016844,76.955832
11.127123,78.656894
20.593684,78.962880
13.082680,80.270718
13.082680,80.270718
13.082680,80.270718
11.524578,77.470197
13.082680,80.270718
19.075984,72.877656
13.082680,80.270718
29.311660,47.481766
